asset,timestamp,status,side,score,return_24h,annualized_funding,mark_oracle_diff,premium,open_interest_notional,day_notional_volume,oi_volume_ratio,impact_spread,reason,next_step
MEME,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,8.92304135,0.05956679,0.10950000,-0.001700680272,0.000000000000,455633.67218600,581241.88811700,0.78389683,0.001703577513,large 24h move with meaningful OI/volume; test snapback,"label MEME paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
ZORA,2026-06-08T00:23:12.195825+00:00,paper_mark_oracle_reversion_candidate,long_perp,8.77643012,-0.01221783,-0.40688098,-0.002233192290,-0.000470145700,593947.91053000,128936.93012600,4.60649955,0.002943947244,mark/oracle dislocation is large enough to label reversion,"label ZORA paper_mark_oracle_reversion_candidate over 15m/1h/4h with funding, spread, and depth costs"
BSV,2026-06-08T00:23:12.195825+00:00,paper_mark_oracle_reversion_candidate,long_perp,8.55627964,0.00966630,0.10950000,-0.003153526971,-0.001219917000,517520.20320000,157092.29317000,3.29437042,0.003178697732,mark/oracle dislocation is large enough to label reversion,"label BSV paper_mark_oracle_reversion_candidate over 15m/1h/4h with funding, spread, and depth costs"
AIXBT,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,7.99391011,0.05138756,-0.51238466,-0.002089009991,-0.000908265200,245989.43723200,366001.05493600,0.67210035,0.002912532994,large 24h move with meaningful OI/volume; test snapback,"label AIXBT paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
EIGEN,2026-06-08T00:23:12.195825+00:00,paper_mark_oracle_reversion_candidate,long_perp,7.90683320,0.11008040,0.10950000,-0.001668520578,0.000000000000,3926495.97371000,1036762.71283300,3.78726581,0.002227171492,mark/oracle dislocation is large enough to label reversion,"label EIGEN paper_mark_oracle_reversion_candidate over 15m/1h/4h with funding, spread, and depth costs"
TRUMP,2026-06-08T00:23:12.195825+00:00,paper_extreme_funding_carry_candidate,long_perp,7.75277259,0.04808058,-0.55452815,-0.001508750754,-0.001092335500,5776085.83560000,1302934.58612000,4.43313571,0.000888539652,extreme funding may pay carry or precede crowded unwind,"label TRUMP paper_extreme_funding_carry_candidate over 15m/1h/4h with funding, spread, and depth costs"
W,2026-06-08T00:23:12.195825+00:00,paper_mark_oracle_reversion_candidate,long_perp,7.37607499,-0.00209644,0.08740991,-0.002096436059,-0.001048218000,736313.61764800,236016.34205700,3.11975693,0.003154574132,mark/oracle dislocation is large enough to label reversion,"label W paper_mark_oracle_reversion_candidate over 15m/1h/4h with funding, spread, and depth costs"
2Z,2026-06-08T00:23:12.195825+00:00,paper_mark_oracle_reversion_candidate,long_perp,7.19202502,0.03293479,-0.29618874,-0.001622689431,-0.000296317200,774901.82601000,229749.30053400,3.37281473,0.002232742175,mark/oracle dislocation is large enough to label reversion,"label 2Z paper_mark_oracle_reversion_candidate over 15m/1h/4h with funding, spread, and depth costs"
POPCAT,2026-06-08T00:23:12.195825+00:00,paper_mark_oracle_reversion_candidate,long_perp,7.12459688,0.04825431,-0.34110476,-0.001621490803,-0.000943852900,1145799.18729000,416969.27203300,2.74792236,0.001163326143,mark/oracle dislocation is large enough to label reversion,"label POPCAT paper_mark_oracle_reversion_candidate over 15m/1h/4h with funding, spread, and depth costs"
ZK,2026-06-08T00:23:12.195825+00:00,paper_mark_oracle_reversion_candidate,long_perp,6.78389718,0.00817200,-0.64933325,-0.002118440058,-0.000770341800,774419.21775000,323597.80812900,2.39315347,0.002701138337,mark/oracle dislocation is large enough to label reversion,"label ZK paper_mark_oracle_reversion_candidate over 15m/1h/4h with funding, spread, and depth costs"
SPX,2026-06-08T00:23:12.195825+00:00,paper_mark_oracle_reversion_candidate,long_perp,6.72248052,0.05532856,-0.33314893,-0.002058590657,-0.000855106900,2620783.87684000,1389176.09652500,1.88657427,0.002031359106,mark/oracle dislocation is large enough to label reversion,"label SPX paper_mark_oracle_reversion_candidate over 15m/1h/4h with funding, spread, and depth costs"
WIF,2026-06-08T00:23:12.195825+00:00,paper_mark_oracle_reversion_candidate,long_perp,6.65844374,0.03354119,-0.33290540,-0.001521876982,-0.001154090000,2917022.71064000,1438443.68185000,2.02790192,0.001035216411,mark/oracle dislocation is large enough to label reversion,"label WIF paper_mark_oracle_reversion_candidate over 15m/1h/4h with funding, spread, and depth costs"
TRX,2026-06-08T00:23:12.195825+00:00,paper_extreme_funding_carry_candidate,long_perp,6.30859886,0.00804057,-0.46979179,-0.001103211571,-0.001014341800,15551953.83464000,4924953.06795000,3.15778722,0.000414180306,extreme funding may pay carry or precede crowded unwind,"label TRX paper_extreme_funding_carry_candidate over 15m/1h/4h with funding, spread, and depth costs"
MERL,2026-06-08T00:23:12.195825+00:00,paper_mark_oracle_reversion_candidate,long_perp,6.28412354,0.00791609,-0.58917220,-0.002106294391,-0.001077639000,327733.81660800,182789.41313900,1.79295842,0.002062058130,mark/oracle dislocation is large enough to label reversion,"label MERL paper_mark_oracle_reversion_candidate over 15m/1h/4h with funding, spread, and depth costs"
ZORA,2026-06-08T00:23:12.195825+00:00,paper_extreme_funding_carry_candidate,long_perp,6.17314730,-0.01221783,-0.40688098,-0.002233192290,-0.000470145700,593947.91053000,128936.93012600,4.60649955,0.002943947244,extreme funding may pay carry or precede crowded unwind,"label ZORA paper_extreme_funding_carry_candidate over 15m/1h/4h with funding, spread, and depth costs"
PROVE,2026-06-08T00:23:12.195825+00:00,paper_mark_oracle_reversion_candidate,long_perp,5.83241299,0.03073945,0.10950000,-0.001543975738,-0.000325337700,259126.37988000,111431.15839000,2.32543916,0.002567358657,mark/oracle dislocation is large enough to label reversion,"label PROVE paper_mark_oracle_reversion_candidate over 15m/1h/4h with funding, spread, and depth costs"
NXPC,2026-06-08T00:23:12.195825+00:00,paper_mark_oracle_reversion_candidate,long_perp,5.71894254,0.06110953,0.10950000,-0.002083333333,0.000000000000,757453.42960000,348952.34209000,2.17065008,0.005225695740,mark/oracle dislocation is large enough to label reversion,"label NXPC paper_mark_oracle_reversion_candidate over 15m/1h/4h with funding, spread, and depth costs"
SUSHI,2026-06-08T00:23:12.195825+00:00,paper_mark_oracle_reversion_candidate,long_perp,5.54814068,0.01578387,0.03247244,-0.002032756418,-0.000871181300,195564.39677600,162864.22338200,1.20078181,0.002036422878,mark/oracle dislocation is large enough to label reversion,"label SUSHI paper_mark_oracle_reversion_candidate over 15m/1h/4h with funding, spread, and depth costs"
INIT,2026-06-08T00:23:12.195825+00:00,paper_mark_oracle_reversion_candidate,long_perp,5.52175613,0.01797597,-0.27619667,-0.002058066887,-0.000679897100,248881.61624000,182674.18075500,1.36243456,0.002798232695,mark/oracle dislocation is large enough to label reversion,"label INIT paper_mark_oracle_reversion_candidate over 15m/1h/4h with funding, spread, and depth costs"
ALT,2026-06-08T00:23:12.195825+00:00,paper_mark_oracle_reversion_candidate,long_perp,5.51282584,-0.00159039,-0.14872115,-0.001943119590,-0.000529941700,225508.99240000,154215.59258600,1.46229696,0.002476561118,mark/oracle dislocation is large enough to label reversion,"label ALT paper_mark_oracle_reversion_candidate over 15m/1h/4h with funding, spread, and depth costs"
ZK,2026-06-08T00:23:12.195825+00:00,paper_extreme_funding_carry_candidate,long_perp,5.50754272,0.00817200,-0.64933325,-0.002118440058,-0.000770341800,774419.21775000,323597.80812900,2.39315347,0.002701138337,extreme funding may pay carry or precede crowded unwind,"label ZK paper_extreme_funding_carry_candidate over 15m/1h/4h with funding, spread, and depth costs"
BRETT,2026-06-08T00:23:12.195825+00:00,paper_mark_oracle_reversion_candidate,long_perp,5.40667920,0.08266361,-0.23675389,-0.002116402116,-0.001234567900,152407.83728400,150730.57150500,1.01112758,0.002474372570,mark/oracle dislocation is large enough to label reversion,"label BRETT paper_mark_oracle_reversion_candidate over 15m/1h/4h with funding, spread, and depth costs"
NIL,2026-06-08T00:23:12.195825+00:00,paper_mark_oracle_reversion_candidate,long_perp,5.38947354,0.00839449,-0.23278912,-0.001758858017,-0.000305888400,810174.82958800,535457.31482200,1.51305213,0.003293084523,mark/oracle dislocation is large enough to label reversion,"label NIL paper_mark_oracle_reversion_candidate over 15m/1h/4h with funding, spread, and depth costs"
SAGA,2026-06-08T00:23:12.195825+00:00,paper_mark_oracle_reversion_candidate,long_perp,5.08943479,-0.00882353,-0.38759408,-0.002220577350,-0.000740192500,135190.34575200,165668.54726400,0.81602904,0.002967359050,mark/oracle dislocation is large enough to label reversion,"label SAGA paper_mark_oracle_reversion_candidate over 15m/1h/4h with funding, spread, and depth costs"
BABY,2026-06-08T00:23:12.195825+00:00,paper_mark_oracle_reversion_candidate,long_perp,5.06017300,-0.02415546,-0.73286861,-0.002078874962,-0.000611433800,551325.66494000,857533.12698200,0.64292054,0.003124425657,mark/oracle dislocation is large enough to label reversion,"label BABY paper_mark_oracle_reversion_candidate over 15m/1h/4h with funding, spread, and depth costs"
AIXBT,2026-06-08T00:23:12.195825+00:00,paper_mark_oracle_reversion_candidate,long_perp,5.04178456,0.05138756,-0.51238466,-0.002089009991,-0.000908265200,245989.43723200,366001.05493600,0.67210035,0.002912532994,mark/oracle dislocation is large enough to label reversion,"label AIXBT paper_mark_oracle_reversion_candidate over 15m/1h/4h with funding, spread, and depth costs"
PYTH,2026-06-08T00:23:12.195825+00:00,paper_mark_oracle_reversion_candidate,long_perp,5.02176896,0.01348680,-0.02150317,-0.001507774462,-0.000125647900,610308.61992800,523645.49744100,1.16549960,0.002169743090,mark/oracle dislocation is large enough to label reversion,"label PYTH paper_mark_oracle_reversion_candidate over 15m/1h/4h with funding, spread, and depth costs"
MEME,2026-06-08T00:23:12.195825+00:00,paper_mark_oracle_reversion_candidate,long_perp,4.94086117,0.05956679,0.10950000,-0.001700680272,0.000000000000,455633.67218600,581241.88811700,0.78389683,0.001703577513,mark/oracle dislocation is large enough to label reversion,"label MEME paper_mark_oracle_reversion_candidate over 15m/1h/4h with funding, spread, and depth costs"
ME,2026-06-08T00:23:12.195825+00:00,paper_mark_oracle_reversion_candidate,long_perp,4.78822882,0.00335627,0.02297573,-0.001836393990,-0.000667779600,174576.14542200,157904.78708400,1.10557855,0.003679545074,mark/oracle dislocation is large enough to label reversion,"label ME paper_mark_oracle_reversion_candidate over 15m/1h/4h with funding, spread, and depth costs"
HYPER,2026-06-08T00:23:12.195825+00:00,paper_mark_oracle_reversion_candidate,long_perp,4.60246991,0.03403432,-0.05348768,-0.001925682904,0.000000000000,127607.08780000,151130.30019500,0.84435145,0.003028960866,mark/oracle dislocation is large enough to label reversion,"label HYPER paper_mark_oracle_reversion_candidate over 15m/1h/4h with funding, spread, and depth costs"
MERL,2026-06-08T00:23:12.195825+00:00,paper_extreme_funding_carry_candidate,long_perp,4.58826859,0.00791609,-0.58917220,-0.002106294391,-0.001077639000,327733.81660800,182789.41313900,1.79295842,0.002062058130,extreme funding may pay carry or precede crowded unwind,"label MERL paper_extreme_funding_carry_candidate over 15m/1h/4h with funding, spread, and depth costs"
BABY,2026-06-08T00:23:12.195825+00:00,paper_extreme_funding_carry_candidate,long_perp,4.41799497,-0.02415546,-0.73286861,-0.002078874962,-0.000611433800,551325.66494000,857533.12698200,0.64292054,0.003124425657,extreme funding may pay carry or precede crowded unwind,"label BABY paper_extreme_funding_carry_candidate over 15m/1h/4h with funding, spread, and depth costs"
JTO,2026-06-08T00:23:12.195825+00:00,paper_extreme_funding_carry_candidate,long_perp,3.59513106,0.23455803,-0.49300492,-0.001293661061,-0.000777813700,2906980.20480000,9436065.24132000,0.30807123,0.001123650082,extreme funding may pay carry or precede crowded unwind,"label JTO paper_extreme_funding_carry_candidate over 15m/1h/4h with funding, spread, and depth costs"
AIXBT,2026-06-08T00:23:12.195825+00:00,paper_extreme_funding_carry_candidate,long_perp,3.00351111,0.05138756,-0.51238466,-0.002089009991,-0.000908265200,245989.43723200,366001.05493600,0.67210035,0.002912532994,extreme funding may pay carry or precede crowded unwind,"label AIXBT paper_extreme_funding_carry_candidate over 15m/1h/4h with funding, spread, and depth costs"
SAGA,2026-06-08T00:23:12.195825+00:00,paper_extreme_funding_carry_candidate,long_perp,2.31919356,-0.00882353,-0.38759408,-0.002220577350,-0.000740192500,135190.34575200,165668.54726400,0.81602904,0.002967359050,extreme funding may pay carry or precede crowded unwind,"label SAGA paper_extreme_funding_carry_candidate over 15m/1h/4h with funding, spread, and depth costs"
