timestamp,market,symbol,index_id,contract_type,price,index_price,price_change_24h,basis,spread,funding_rate,open_interest,volume_24h,oi_volume_ratio,score,status,side,reason,next_step
2026-06-08T12:20:04.918706+00:00,CoinW (Futures),TRX/USDT,TRX,perpetual,0.33000000,0.32701000,-0.36258379,0.00000000,0.02000000,-0.02910100,67020064.83000000,29540843.16418895,2.26872552,35.81230113,paper_oi_funding_crowding_watch,watch_long_crowded_short,high OI/volume with material funding,"label CoinW (Futures) TRX/USDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,OKX (Futures),ZEC-USDT-SWAP,ZEC,perpetual,437.61000000,424.08000000,5.14839190,0.16533610,0.01000000,-0.09592094,618553937.75999999,889475360.17890000,0.69541436,35.40456325,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label OKX (Futures) ZEC-USDT-SWAP forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,Variational Omni,HYPE-PERP,HYPE,perpetual,61.61000000,61.69670000,6.77723263,0.10319130,0.00000000,-13.07000000,61924705.87000000,63423390.35382347,0.97637016,35.30120988,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Variational Omni HYPE-PERP forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,CoinUp.io (Futures),SOL-USDT,SOL,perpetual,66.20000000,66.29000000,3.28967883,0.06037736,0.02000000,-0.02297700,189720084.31999999,50800938.62380894,3.73457833,35.27490041,paper_oi_funding_crowding_watch,watch_long_crowded_short,high OI/volume with material funding,"label CoinUp.io (Futures) SOL-USDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,XT.COM (Derivatives),UPAL_USDT,UPAL,perpetual,0.01000000,0.01339700,-20.98568217,0.31448896,0.04000000,-0.05000000,99555033.00000000,884641630.89411449,0.11253713,34.59337295,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label XT.COM (Derivatives) UPAL_USDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,KuCoin Futures,ZECUSDTM,KZECUSDT,perpetual,423.50000000,423.54000000,5.70673185,-0.06370779,0.03000000,-0.09180000,104956104.64000000,116364787.26500069,0.90195760,34.34773775,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label KuCoin Futures ZECUSDTM forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,Binance (Futures),HUSDT,H,perpetual,0.70000000,0.69825784,-6.79124642,0.20778117,0.02000000,-0.21970900,102059042.20000000,127158127.33903807,0.80261517,34.23229199,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Binance (Futures) HUSDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,Hyperliquid (Futures),XYZ:SKHX-USD,XYZ:SKHX,perpetual,1342.80000000,1330.80000000,4.13338503,-0.89365505,0.02000000,0.09509381,102164365.20000000,148766364.81469989,0.68674371,33.92313674,paper_basis_funding_dislocation_watch,watch_basis_funding_reversion,basis and funding are both stretched,"label Hyperliquid (Futures) XYZ:SKHX-USD forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,Binance (Futures),ZECUSDT,ZEC,perpetual,422.93000000,424.97986300,5.90001501,0.41108189,0.01000000,-0.09220200,260701469.88999999,1946805502.92993712,0.13391244,33.02848173,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Binance (Futures) ZECUSDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,OrangeX Futures,BSB-USDT-PERPETUAL,BSB,perpetual,0.34000000,0.33870000,27.15355805,-0.23564065,0.00000000,0.03470000,83076906.50000000,239052079.28447720,0.34752639,32.86181782,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label OrangeX Futures BSB-USDT-PERPETUAL forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,BYDFi (Futures),ETH-PERPUSDC,ETH,perpetual,1681.95000000,1675.10000000,4.05473425,0.03702642,0.01000000,0.01000000,2523745740.28000021,28442262.48728501,88.73224278,32.34484912,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label BYDFi (Futures) ETH-PERPUSDC forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,Variational Omni,BTC-PERP,BTC,perpetual,62948.41000000,63008.58000000,1.47724581,0.05581719,0.00000000,10.95000000,289808142.99000001,436411230.26155901,0.66407123,32.31981672,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Variational Omni BTC-PERP forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,Binance (Futures),BTCUSDT,BTC,perpetual,63549.30000000,63051.20652174,1.52778158,0.07270253,0.01000000,0.00026700,6270869622.06000042,13544310860.66519928,0.46298920,31.95959237,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Binance (Futures) BTCUSDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,HTX Futures,BTC-USDT,BTC,perpetual,62894.40000000,63022.60285714,1.22291037,0.05239414,0.01000000,-0.00963396,2054398634.47000003,828101507.58720005,2.48085363,31.81386706,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label HTX Futures BTC-USDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,BingX (Futures),ZEC-USDT,ZEC,perpetual,423.14000000,424.28000000,6.09371085,0.20310803,0.02000000,-0.04590000,61933624.14000000,131090161.87760173,0.47245059,31.29998159,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label BingX (Futures) ZEC-USDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,Binance (Futures),WLDUSDT,WLD,perpetual,0.46000000,0.46544953,8.80281690,0.42061057,0.02000000,-0.04158700,97073008.16000000,685643117.96638525,0.14157950,31.03233445,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Binance (Futures) WLDUSDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,OrangeX Futures,WLD-USDT-PERPETUAL,WLD,perpetual,0.46000000,0.46300000,8.39587242,0.17308524,0.00000000,0.07770000,60734022.83000000,181378779.89585268,0.33484635,31.02792864,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label OrangeX Futures WLD-USDT-PERPETUAL forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,GRVT,ETH_USDT_PERP,ETH,perpetual,1674.17000000,1676.28020046,3.74700444,0.05253674,0.01000000,0.95000000,103943373.92000000,197209102.51932064,0.52707189,30.99805486,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label GRVT ETH_USDT_PERP forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,OrangeX Futures,ZEC-USDT-PERPETUAL,ZEC,perpetual,422.76000000,424.36000000,4.70238832,0.30965607,0.00000000,0.05370000,121277779.38000000,355099413.98188311,0.34153191,30.71503826,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label OrangeX Futures ZEC-USDT-PERPETUAL forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,BVOX (Futures),ZEC-SWAP-USDT,ZEC,perpetual,422.14000000,422.58442917,4.93591017,0.03655734,0.02000000,0.39862764,215953052.22999999,779421704.14367783,0.27706831,30.66118370,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label BVOX (Futures) ZEC-SWAP-USDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,BYDFi (Futures),BTC-PERPUSDC,BTC,perpetual,63390.50000000,63448.40000000,2.09756993,0.06387217,0.01000000,0.01000000,1934643509.52999997,32559581.07055997,59.41856271,30.64142149,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label BYDFi (Futures) BTC-PERPUSDC forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,Binance (Futures),TRXUSDT,TRX,perpetual,0.33000000,0.32763059,-0.34387268,0.04598449,0.01000000,-0.01976800,109385295.16000000,47969231.27207000,2.28032204,30.56321613,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Binance (Futures) TRXUSDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,Bybit (Futures),NEARUSDT,NEAR,perpetual,2.10000000,2.11860000,12.91355390,0.12287335,0.01000000,-0.03688300,80906549.31000000,183717018.28007576,0.44038680,30.25195437,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Bybit (Futures) NEARUSDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,MEXC (Futures),USOIL_USDT,USOIL,perpetual,91.13000000,91.37000000,-0.34987973,0.25235901,0.01000000,-0.06220000,53687659.97000000,102005405.80229343,0.52632171,30.08164177,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label MEXC (Futures) USOIL_USDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,BVOX (Futures),SOL-SWAP-USDT,SOL,perpetual,66.17000000,66.23122368,3.27562003,0.03205510,0.12000000,0.20127852,250266853.33000001,941033553.66711545,0.26594892,29.95698836,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label BVOX (Futures) SOL-SWAP-USDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,KuCoin Futures,SOLUSDTM,KSOLUSDT,perpetual,65.87000000,66.27500000,3.62212356,-0.01508637,0.01000000,-0.01630000,310673138.29000002,138942506.67860001,2.23598340,29.63390829,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label KuCoin Futures SOLUSDTM forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,Bybit (Futures),ZECUSDT,ZEC,perpetual,423.23000000,425.42000000,5.58340191,0.00470146,0.01000000,-0.10088900,93948234.34000000,378766538.98789227,0.24803731,29.56415153,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Bybit (Futures) ZECUSDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,GRVT,BTC_USDT_PERP,BTC,perpetual,62984.07000000,63027.45674930,1.46163529,-0.00435228,0.01000000,1.00000000,174124442.41999999,533840204.20840377,0.32617334,29.42251116,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label GRVT BTC_USDT_PERP forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,Binance (Futures),CLUSDT,CL,futures,91.30000000,91.58738000,-0.50098018,0.24888354,0.01000000,-0.06203400,138598551.83000001,867588385.90257263,0.15975151,28.88844706,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Binance (Futures) CLUSDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,MEXC (Futures),ZEC_USDT,ZEC,perpetual,422.98000000,423.76000000,5.07948336,0.16782886,0.07000000,-0.09230000,56110306.50000000,304528912.58261979,0.18425281,28.70480361,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label MEXC (Futures) ZEC_USDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,Binance (Futures),MUUSDT,MU,futures,925.26000000,924.24832222,2.91337707,-0.13524341,0.02000000,0.07094000,90073375.73000000,480647701.27728337,0.18739999,28.68514204,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Binance (Futures) MUUSDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,Binance (Futures),ETHUSDT,ETH,perpetual,1686.55000000,1674.60790698,3.81620662,0.07696717,0.01000000,-0.00283300,3806633278.65000010,10187319625.71305084,0.37366387,28.55117384,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Binance (Futures) ETHUSDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,LBank (Futures),BCHUSDT,BCH,perpetual,205.96000000,206.14000000,-7.83401896,0.00970309,0.01000000,0.01000000,81349117.54000001,18069848.99380456,4.50192570,28.51844979,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label LBank (Futures) BCHUSDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,Binance (Futures),MRVLUSDT,MRVL,futures,286.23000000,286.22491535,-0.76600464,-0.02622586,0.01000000,0.04098600,57604877.09000000,194815315.13357741,0.29568967,27.69421090,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Binance (Futures) MRVLUSDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,Phemex (Futures),BTC-PERP,BTC,perpetual,62863.90000000,62908.20650000,1.31658259,0.07048004,0.02000000,0.00544000,1461728665.23000002,503608252.96829998,2.90251134,27.63060869,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Phemex (Futures) BTC-PERP forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,MEXC (Futures),BTC_USDT,BTC,perpetual,63645.60000000,63000.90000000,1.39379387,0.06146545,0.01000000,0.00020000,4219448934.19999981,6736919747.18652821,0.62631723,27.53434429,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label MEXC (Futures) BTC_USDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,Gate (Futures),BTC_USDT,BTC,perpetual,62726.90000000,63007.29000000,0.50947166,0.21247358,0.01000000,-0.00820000,3370185683.13000011,4781357952.50000000,0.70485952,27.38975211,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Gate (Futures) BTC_USDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,HTX Futures,SOL-USDT,SOL,perpetual,66.25000000,66.29800000,3.41901407,0.00000000,0.02000000,0.01000000,154966098.75000000,29432950.38580343,5.26505487,27.29450232,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label HTX Futures SOL-USDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,Bitget Futures,BTCUSD_DMCBL,BTC,perpetual,62983.90000000,62969.01150000,1.46730226,-0.02363858,0.01000000,0.01000000,341017729.25000000,37256840.36149000,9.15315754,27.19401698,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Bitget Futures BTCUSD_DMCBL forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,XT.COM (Derivatives),AMD_USDT,AMD,perpetual,479.54000000,479.64914828,4.21743002,-0.05018894,0.20000000,0.01002200,68497920.00000000,16577153.16332303,4.13206775,26.54895704,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label XT.COM (Derivatives) AMD_USDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,MEXC (Futures),ETH_USD,ETH,perpetual,1671.45000000,1672.51000000,3.79807364,0.06341799,0.01000000,0.00850000,74778520.00000000,15674746.63304534,4.77063660,26.49716461,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label MEXC (Futures) ETH_USD forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,KuCoin Futures,XBTUSDTM,KXBTUSDT,perpetual,63021.30000000,63001.16000000,1.53231877,0.02200444,0.01000000,-0.00100000,1738517664.21000004,616775094.24360001,2.81872222,25.76429002,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label KuCoin Futures XBTUSDTM forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,LBank (Futures),ATOMUSDT,ATOM,perpetual,1.74000000,1.73600000,4.26170468,-0.05757052,0.06000000,-0.00694400,53888802.34000000,11823716.02151023,4.55768747,25.39147749,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label LBank (Futures) ATOMUSDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,Bybit (Futures),BTCUSDT,BTC,perpetual,62856.70000000,62950.21000000,1.53608219,0.08809949,0.01000000,0.00077100,3470028814.36999989,6487097125.85539436,0.53491242,25.24317487,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Bybit (Futures) BTCUSDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,XT.COM (Derivatives),NEAR_USDT,NEAR,perpetual,2.12000000,2.11646972,11.95767196,0.02219825,0.05000000,0.01000000,74661416.00000000,38550357.78827976,1.93672433,25.10191631,paper_derivatives_momentum_risk_watch,watch_continuation_or_reversal,large move with meaningful OI,"label XT.COM (Derivatives) NEAR_USDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,Aster (Futures),XRP-USDT,XRP,perpetual,1.15000000,1.14793945,2.03501289,-0.02269204,0.02000000,0.00716200,56982791.13000000,16283896.53894944,3.49933390,24.99962132,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Aster (Futures) XRP-USDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,Aster (Futures),SOL-USDT,SOL,perpetual,66.02000000,66.05830529,3.04164717,-0.00256541,0.02000000,-0.01310400,208289786.03999999,111298451.01852830,1.87145269,24.29082300,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Aster (Futures) SOL-USDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,KuCoin Futures,TONUSDTM,KTONUSDT,perpetual,1.74000000,1.74270000,3.21470937,0.14366165,0.02000000,0.00500000,51877290.83000000,11564146.82769356,4.48604567,24.27861898,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label KuCoin Futures TONUSDTM forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,OKX (Futures),ETH-USDT-SWAP,ETH,perpetual,1673.62000000,1671.65000000,3.64753895,0.21281698,0.01000000,-0.00728463,1169998801.26999998,8629234521.91033936,0.13558547,24.26535665,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label OKX (Futures) ETH-USDT-SWAP forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,Bitget Futures,ETHUSD_DMCBL,ETH,perpetual,1669.75000000,1671.93217740,3.71118012,0.13068887,0.02000000,0.00450000,86017154.55000000,16663408.21400000,5.16203849,24.18009290,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Bitget Futures ETHUSD_DMCBL forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,MEXC (Futures),BTC_USD,BTC,perpetual,62931.10000000,62953.80000000,1.67560668,0.03607120,0.01000000,0.00580000,71554500.00000000,12139934.62586355,5.89414212,24.17221326,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label MEXC (Futures) BTC_USD forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,KuCoin Futures,HYPEUSDTM,KHYPEUSDT,perpetual,61.55000000,61.45100000,6.39812064,-0.23540490,0.02000000,-0.00700000,87162039.08000000,40154767.38243111,2.17065232,24.11009818,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label KuCoin Futures HYPEUSDTM forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,WEEX (Futures),BTC-USDT,BTC,perpetual,63404.01000000,63455.90000000,1.97273588,0.00000000,0.01000000,0.00003498,3028006282.67999983,10232595000.58886528,0.29591773,23.98616317,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label WEEX (Futures) BTC-USDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,Deribit,ETH-PERPETUAL,ETH,perpetual,1672.00000000,1668.31000000,3.49736924,-0.22069378,0.01000000,-0.00280000,293940228.00000000,117048470.26505600,2.51126928,23.94257573,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Deribit ETH-PERPETUAL forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,Binance (Futures),WLFIUSDT,WLFI,perpetual,0.06000000,0.05542305,-0.98372384,0.20439342,0.02000000,0.00500000,85365657.31999999,25847718.56978802,3.30263799,23.82633074,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Binance (Futures) WLFIUSDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,Deribit,BTC-PERPETUAL,BTC,perpetual,62949.50000000,62882.69000000,1.31167065,-0.10613269,0.01000000,-0.00011500,1148399680.00000000,426007607.32865685,2.69572576,23.77358116,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Deribit BTC-PERPETUAL forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,WhiteBIT Futures,SOL_PERP,SOL,perpetual,66.02000000,66.15000000,3.40523644,0.13260190,0.02000000,-0.02844200,158471175.33000001,299926328.51519930,0.52836700,23.39570577,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label WhiteBIT Futures SOL_PERP forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,HTX Futures,ETH-USDT,ETH,perpetual,1626.61000000,1673.84285669,3.54766223,0.06593115,0.01000000,-0.01454806,1148603507.70000005,1046746455.93959999,1.09730824,23.04416019,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label HTX Futures ETH-USDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,Lighter,LIT_USDC,LIT,perpetual,1.50000000,1.50090000,7.10312366,-0.05992809,0.03000000,0.00120000,66924074.20000000,16600060.89304752,4.03155595,22.98784154,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Lighter LIT_USDC forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,LBank (Futures),TONUSDT,TON,perpetual,1.73000000,1.73600000,3.24404762,0.08648025,0.02000000,-0.00263000,110125866.95000000,18307532.40420406,6.01533099,22.88104159,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label LBank (Futures) TONUSDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,HTX Futures,XRP-USDT,XRP,perpetual,1.15000000,1.15262600,2.46819316,-0.13031461,0.86000000,0.01000000,56476097.48000000,14009792.34720000,4.03118734,22.84205895,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label HTX Futures XRP-USDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,LBank (Futures),DOGEUSDT,DOGE,perpetual,0.09000000,0.08615000,3.18677369,0.02322071,0.01000000,0.00275000,88236346.52000000,26366696.61554742,3.34650744,22.83167962,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label LBank (Futures) DOGEUSDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T12:20:04.918706+00:00,KuCoin Futures,XRPUSDTM,KXRPUSDT,perpetual,1.16000000,1.15245000,2.49637336,0.06685885,0.01000000,-0.00240000,216664205.81000000,60327033.13800000,3.59149447,22.82661219,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label KuCoin Futures XRPUSDTM forward returns, funding PnL, depth, fees, and margin constraints"
