ticket_id,opened_at,checked_at,elapsed_minutes,checkpoint_status,opportunity,decision,asset,venue,entry_mark,current_mark,current_source,raw_return_bps,directional_return_bps,outcome,missing_evidence,next_step
lane-sol-sol-taker-small-execution-edge,2026-06-08T10:57:51+00:00,2026-06-08T11:15:23+00:00,17.55,ready,sol_taker_small_execution_edge,paper_long,SOL,,66.248000000000,66.248000000000,hl_execution_context,0.00000000,0.00000000,paper_mark_flat,"fill, funding, stop, and adverse excursion still missing",keep observing until the ticket has a non-flat mark move or stronger quote evidence
lane-sol-sol-usdt-coinup.io-(futures)-positioning,2026-06-08T08:35:20+00:00,2026-06-08T11:15:23+00:00,160.06,ready,sol-usdt_coinup.io_(futures)_positioning,paper_short,SOL,,65.711000000000,66.248000000000,hl_execution_context,81.72147738,-81.72147738,paper_mark_loss,"fill, funding, stop, and adverse excursion still missing",keep or reject based on repeated labels and failure regime
lane-arb-arb-count-long-short-ratio-short-opposite-intraday-paper-label,2026-06-08T08:35:20+00:00,2026-06-08T11:15:23+00:00,160.06,ready,arb_count_long_short_ratio_short_opposite_intraday_paper_label,paper_short,ARB,,0.081820000000,0.082550000000,hl_execution_context,89.22023955,-89.22023955,paper_mark_loss,"fill, funding, stop, and adverse excursion still missing",keep or reject based on repeated labels and failure regime
lane-arb-arb-count-top-long-short-ratio-short-opposite-intraday-paper-label,2026-06-08T08:35:20+00:00,2026-06-08T11:15:23+00:00,160.06,ready,arb_count_top_long_short_ratio_short_opposite_intraday_paper_label,paper_short,ARB,,0.081820000000,0.082550000000,hl_execution_context,89.22023955,-89.22023955,paper_mark_loss,"fill, funding, stop, and adverse excursion still missing",keep or reject based on repeated labels and failure regime
lane-arb-arb-count-long-short-ratio-repeat-intraday-derivatives-feature,2026-06-08T08:35:20+00:00,2026-06-08T11:15:23+00:00,160.06,ready,arb_count_long_short_ratio_repeat_intraday_derivatives_feature,paper_short,ARB,,0.081820000000,0.082550000000,hl_execution_context,89.22023955,-89.22023955,paper_mark_loss,"fill, funding, stop, and adverse excursion still missing",keep or reject based on repeated labels and failure regime
lane-arb-arb-count-top-long-short-ratio-repeat-intraday-derivatives-feature,2026-06-08T08:35:20+00:00,2026-06-08T11:15:23+00:00,160.06,ready,arb_count_top_long_short_ratio_repeat_intraday_derivatives_feature,paper_short,ARB,,0.081820000000,0.082550000000,hl_execution_context,89.22023955,-89.22023955,paper_mark_loss,"fill, funding, stop, and adverse excursion still missing",keep or reject based on repeated labels and failure regime
lane-arb-arb-sum-top-long-short-ratio-repeat-intraday-derivatives-feature,2026-06-08T08:35:20+00:00,2026-06-08T11:15:23+00:00,160.06,ready,arb_sum_top_long_short_ratio_repeat_intraday_derivatives_feature,paper_short,ARB,,0.081820000000,0.082550000000,hl_execution_context,89.22023955,-89.22023955,paper_mark_loss,"fill, funding, stop, and adverse excursion still missing",keep or reject based on repeated labels and failure regime
lane-arb-arb-count-long-short-ratio-long-preferred-short-opposite-intraday-paper-label,2026-06-08T08:35:20+00:00,2026-06-08T11:15:23+00:00,160.06,ready,arb_count_long_short_ratio_long_preferred_short_opposite_intraday_paper_label,paper_short,ARB,,0.081820000000,0.082550000000,hl_execution_context,89.22023955,-89.22023955,paper_mark_loss,"fill, funding, stop, and adverse excursion still missing",keep or reject based on repeated labels and failure regime
lane-arb-arb-count-long-short-ratio-intraday-derivatives-feature,2026-06-08T08:35:20+00:00,2026-06-08T11:15:23+00:00,160.06,ready,arb_count_long_short_ratio_intraday_derivatives_feature,paper_short,ARB,,0.081820000000,0.082550000000,hl_execution_context,89.22023955,-89.22023955,paper_mark_loss,"fill, funding, stop, and adverse excursion still missing",keep or reject based on repeated labels and failure regime
lane-arb-arb-count-top-long-short-ratio-intraday-derivatives-feature,2026-06-08T08:35:20+00:00,2026-06-08T11:15:23+00:00,160.06,ready,arb_count_top_long_short_ratio_intraday_derivatives_feature,paper_short,ARB,,0.081820000000,0.082550000000,hl_execution_context,89.22023955,-89.22023955,paper_mark_loss,"fill, funding, stop, and adverse excursion still missing",keep or reject based on repeated labels and failure regime
lane-btc-btc-2241674-event-crypto-hedge,2026-06-08T11:10:42+00:00,2026-06-08T11:15:23+00:00,4.70,pending,btc_2241674_event_crypto_hedge,paper_long,BTC,,63419.000000000000,63419.000000000000,hl_execution_context,,,pending,checkpoint has not matured,wait for the first checkpoint and refresh marks
lane-eth-eth-2241674-event-crypto-hedge,2026-06-08T11:10:42+00:00,2026-06-08T11:15:23+00:00,4.70,pending,eth_2241674_event_crypto_hedge,paper_long,ETH,,1668.900000000000,1668.900000000000,hl_execution_context,,,pending,checkpoint has not matured,wait for the first checkpoint and refresh marks
lane-sol-sol-2176262-event-crypto-hedge,2026-06-08T11:10:42+00:00,2026-06-08T11:15:23+00:00,4.70,pending,sol_2176262_event_crypto_hedge,paper_long,SOL,,66.248000000000,66.248000000000,hl_execution_context,,,pending,checkpoint has not matured,wait for the first checkpoint and refresh marks
lane-btc-btc-long-atm-straddle-20260626-volatility-actionability,2026-06-08T10:44:03+00:00,2026-06-08T11:15:23+00:00,31.35,ready,btc_long_atm_straddle_20260626_volatility_actionability,paper_long,BTC,,63419.000000000000,63419.000000000000,hl_execution_context,0.00000000,0.00000000,paper_mark_flat,"fill, funding, stop, and adverse excursion still missing",keep observing until the ticket has a non-flat mark move or stronger quote evidence
lane-btc-btc-l2-imbalance-probe,2026-06-08T10:44:03+00:00,2026-06-08T11:15:23+00:00,31.35,pending,btc_l2_imbalance_probe,paper_observe,BTC,,63419.000000000000,63419.000000000000,hl_execution_context,,,pending,checkpoint has not matured,wait for the first checkpoint and refresh marks
lane-btc-btc-long-atm-straddle-20260612-volatility-actionability,2026-06-08T10:44:03+00:00,2026-06-08T11:15:23+00:00,31.35,ready,btc_long_atm_straddle_20260612_volatility_actionability,paper_observe,BTC,,63419.000000000000,63419.000000000000,hl_execution_context,0.00000000,,observe_mark_flat,observation-only ticket; directional promotion is not allowed,record the context move only; do not promote without a directional ticket
lane-btc-btc-macro-crypto-news-event,2026-06-08T10:44:03+00:00,2026-06-08T11:15:23+00:00,31.35,ready,btc_macro_crypto_news_event,paper_observe,BTC,,63419.000000000000,63419.000000000000,hl_execution_context,0.00000000,,observe_mark_flat,observation-only ticket; directional promotion is not allowed,record the context move only; do not promote without a directional ticket
lane-sol-solana-bountywork-sol-dex-pool,2026-06-08T08:35:20+00:00,2026-06-08T11:15:23+00:00,160.06,ready,solana_bountywork_sol_dex_pool,paper_observe,SOL,,65.711000000000,66.248000000000,hl_execution_context,81.72147738,,observe_mark_moved,observation-only ticket; directional promotion is not allowed,record the context move only; do not promote without a directional ticket
lane-sol-solana-boutywork-sol-dex-pool,2026-06-08T08:35:20+00:00,2026-06-08T11:15:23+00:00,160.06,ready,solana_boutywork_sol_dex_pool,paper_observe,SOL,,65.711000000000,66.248000000000,hl_execution_context,81.72147738,,observe_mark_moved,observation-only ticket; directional promotion is not allowed,record the context move only; do not promote without a directional ticket
lane-eth-eth-12jun26-basis,2026-06-08T08:35:20+00:00,2026-06-08T11:15:23+00:00,160.06,ready,eth-12jun26_basis,paper_observe,ETH,,1666.200000000000,1668.900000000000,hl_execution_context,16.20453727,,observe_mark_moved,observation-only ticket; directional promotion is not allowed,record the context move only; do not promote without a directional ticket
lane-eth-ethereum-stablecoin-migration,2026-06-08T08:35:20+00:00,2026-06-08T11:15:23+00:00,160.06,pending,ethereum_stablecoin_migration,paper_observe,ETH,,1666.200000000000,1668.900000000000,hl_execution_context,,,pending,checkpoint has not matured,wait for the first checkpoint and refresh marks
lane-eth-eth-l2-imbalance-probe,2026-06-08T08:35:20+00:00,2026-06-08T11:15:23+00:00,160.06,pending,eth_l2_imbalance_probe,paper_observe,ETH,,1666.200000000000,1668.900000000000,hl_execution_context,,,pending,checkpoint has not matured,wait for the first checkpoint and refresh marks
lane-eth-okx-eth-chain-flow-context,2026-06-08T08:35:20+00:00,2026-06-08T11:15:23+00:00,160.06,ready,okx_eth_chain_flow_context,paper_observe,ETH,,1666.200000000000,1668.900000000000,hl_execution_context,16.20453727,,observe_mark_moved,observation-only ticket; directional promotion is not allowed,record the context move only; do not promote without a directional ticket
lane-eth-eth-long-atm-straddle-20260619-volatility-actionability,2026-06-08T09:58:00+00:00,2026-06-08T11:15:23+00:00,77.40,ready,eth_long_atm_straddle_20260619_volatility_actionability,paper_observe,ETH,,1667.800000000000,1668.900000000000,hl_execution_context,6.59551505,,observe_mark_moved,observation-only ticket; directional promotion is not allowed,record the context move only; do not promote without a directional ticket
lane-sol-solana-$tupid-sol-dex-pool,2026-06-08T08:35:20+00:00,2026-06-08T11:15:23+00:00,160.06,ready,solana_$tupid_sol_dex_pool,paper_observe,SOL,,65.711000000000,66.248000000000,hl_execution_context,81.72147738,,observe_mark_moved,observation-only ticket; directional promotion is not allowed,record the context move only; do not promote without a directional ticket
lane-sol-okx-sol-chain-flow-context,2026-06-08T09:58:00+00:00,2026-06-08T11:15:23+00:00,77.40,ready,okx_sol_chain_flow_context,paper_observe,SOL,,66.264000000000,66.248000000000,hl_execution_context,-2.41458409,,observe_mark_moved,observation-only ticket; directional promotion is not allowed,record the context move only; do not promote without a directional ticket
lane-sol-sol-protocol-fee-actionability,2026-06-08T08:35:20+00:00,2026-06-08T11:15:23+00:00,160.06,pending,sol_protocol_fee_actionability,paper_short,SOL,,65.711000000000,66.248000000000,hl_execution_context,,,pending,checkpoint has not matured,wait for the first checkpoint and refresh marks
lane-near-near-microstructure-flow-paper-probe,2026-06-08T08:35:20+00:00,2026-06-08T11:15:23+00:00,160.06,ready,near_microstructure_flow_paper_probe,paper_long,NEAR,,2.149300000000,2.183400000000,hl_execution_context,158.65630670,158.65630670,paper_mark_win,"fill, funding, stop, and adverse excursion still missing","record fill, funding, stop, and adverse-excursion assumptions before promotion"
lane-near-near-microstructure-flow-probe,2026-06-08T08:35:20+00:00,2026-06-08T11:15:23+00:00,160.06,ready,near_microstructure_flow_probe,paper_long,NEAR,,2.149300000000,2.183400000000,hl_execution_context,158.65630670,158.65630670,paper_mark_win,"fill, funding, stop, and adverse excursion still missing","record fill, funding, stop, and adverse-excursion assumptions before promotion"
lane-near-near-sum-top-long-short-ratio-intraday-derivatives-feature,2026-06-08T08:35:20+00:00,2026-06-08T11:15:23+00:00,160.06,ready,near_sum_top_long_short_ratio_intraday_derivatives_feature,paper_short,NEAR,,2.149300000000,2.183400000000,hl_execution_context,158.65630670,-158.65630670,paper_mark_loss,"fill, funding, stop, and adverse excursion still missing",keep or reject based on repeated labels and failure regime
lane-near-near-count-long-short-ratio-intraday-derivatives-feature,2026-06-08T08:35:20+00:00,2026-06-08T11:15:23+00:00,160.06,ready,near_count_long_short_ratio_intraday_derivatives_feature,paper_short,NEAR,,2.149300000000,2.183400000000,hl_execution_context,158.65630670,-158.65630670,paper_mark_loss,"fill, funding, stop, and adverse excursion still missing",keep or reject based on repeated labels and failure regime
lane-near-near-count-top-long-short-ratio-intraday-derivatives-feature,2026-06-08T08:35:20+00:00,2026-06-08T11:15:23+00:00,160.06,ready,near_count_top_long_short_ratio_intraday_derivatives_feature,paper_short,NEAR,,2.149300000000,2.183400000000,hl_execution_context,158.65630670,-158.65630670,paper_mark_loss,"fill, funding, stop, and adverse excursion still missing",keep or reject based on repeated labels and failure regime
lane-near-near-mean-funding-rate-binance-derivatives-symbol-feature,2026-06-08T08:35:20+00:00,2026-06-08T11:15:23+00:00,160.06,ready,near_mean_funding_rate_binance_derivatives_symbol_feature,paper_observe,NEAR,,2.149300000000,2.183400000000,hl_execution_context,158.65630670,,observe_mark_moved,observation-only ticket; directional promotion is not allowed,record the context move only; do not promote without a directional ticket
lane-near-near-sum-funding-rate-binance-derivatives-symbol-feature,2026-06-08T08:35:20+00:00,2026-06-08T11:15:23+00:00,160.06,ready,near_sum_funding_rate_binance_derivatives_symbol_feature,paper_observe,NEAR,,2.149300000000,2.183400000000,hl_execution_context,158.65630670,,observe_mark_moved,observation-only ticket; directional promotion is not allowed,record the context move only; do not promote without a directional ticket
lane-near-near-mean-sum-top-long-short-ratio-binance-derivatives-symbol-feature,2026-06-08T08:35:20+00:00,2026-06-08T11:15:23+00:00,160.06,ready,near_mean_sum_top_long_short_ratio_binance_derivatives_symbol_feature,paper_short,NEAR,,2.149300000000,2.183400000000,hl_execution_context,158.65630670,-158.65630670,paper_mark_loss,"fill, funding, stop, and adverse excursion still missing",keep or reject based on repeated labels and failure regime
lane-hype-hype-volume-price-dislocation,2026-06-08T08:18:01+00:00,2026-06-08T11:15:23+00:00,177.38,ready,hype_volume_price_dislocation,paper_long,HYPE,,61.605000000000,61.478000000000,hl_execution_context,-20.61520980,-20.61520980,paper_mark_loss,"fill, funding, stop, and adverse excursion still missing",keep or reject based on repeated labels and failure regime
lane-hype-hype-microstructure-flow-paper-probe,2026-06-08T08:18:01+00:00,2026-06-08T11:15:23+00:00,177.38,ready,hype_microstructure_flow_paper_probe,paper_long,HYPE,,61.605000000000,61.478000000000,hl_execution_context,-20.61520980,-20.61520980,paper_mark_loss,"fill, funding, stop, and adverse excursion still missing",keep or reject based on repeated labels and failure regime
lane-hype-hype-microstructure-flow-probe,2026-06-08T08:18:01+00:00,2026-06-08T11:15:23+00:00,177.38,ready,hype_microstructure_flow_probe,paper_long,HYPE,,61.605000000000,61.478000000000,hl_execution_context,-20.61520980,-20.61520980,paper_mark_loss,"fill, funding, stop, and adverse excursion still missing",keep or reject based on repeated labels and failure regime
lane-hype-hype-protocol-fee-growth,2026-06-08T08:18:01+00:00,2026-06-08T11:15:23+00:00,177.38,ready,hype_protocol_fee_growth,paper_short,HYPE,,61.605000000000,61.478000000000,hl_execution_context,-20.61520980,20.61520980,paper_mark_win,"fill, funding, stop, and adverse excursion still missing","record fill, funding, stop, and adverse-excursion assumptions before promotion"
lane-hype-hype-protocol-fee-actionability,2026-06-08T08:18:01+00:00,2026-06-08T11:15:23+00:00,177.38,pending,hype_protocol_fee_actionability,paper_short,HYPE,,61.605000000000,61.478000000000,hl_execution_context,,,pending,checkpoint has not matured,wait for the first checkpoint and refresh marks
lane-hype-hype-unlock-actionability,2026-06-08T08:18:01+00:00,2026-06-08T11:15:23+00:00,177.38,ready,hype_unlock_actionability,paper_short,HYPE,,61.605000000000,61.478000000000,hl_execution_context,-20.61520980,20.61520980,paper_mark_win,"fill, funding, stop, and adverse excursion still missing","record fill, funding, stop, and adverse-excursion assumptions before promotion"
lane-hype-hyperliquid-l1-stablecoin-migration,2026-06-08T08:18:01+00:00,2026-06-08T11:15:23+00:00,177.38,pending,hyperliquid_l1_stablecoin_migration,paper_observe,HYPE,,61.605000000000,61.478000000000,hl_execution_context,,,pending,checkpoint has not matured,wait for the first checkpoint and refresh marks
lane-hype-hype-attention-price-context,2026-06-08T08:18:01+00:00,2026-06-08T11:15:23+00:00,177.38,pending,hype_attention_price_context,paper_long,HYPE,,61.605000000000,61.478000000000,hl_execution_context,,,pending,checkpoint has not matured,wait for the first checkpoint and refresh marks
lane-eth-eth-long-atm-straddle-20260626-volatility-actionability,2026-06-08T08:35:20+00:00,2026-06-08T11:15:23+00:00,160.06,ready,eth_long_atm_straddle_20260626_volatility_actionability,paper_observe,ETH,,1666.200000000000,1668.900000000000,hl_execution_context,16.20453727,,observe_mark_moved,observation-only ticket; directional promotion is not allowed,record the context move only; do not promote without a directional ticket
lane-sol-sol-attention-price-context,2026-06-08T08:35:20+00:00,2026-06-08T11:15:23+00:00,160.06,pending,sol_attention_price_context,paper_long,SOL,,65.711000000000,66.248000000000,hl_execution_context,,,pending,checkpoint has not matured,wait for the first checkpoint and refresh marks
