ticket_id,opened_at,rank,opportunity,probe_type,status,side,asset,venue,candidate_size_usd,observation_horizon,checkpoints,entry_mark,entry_source,decision,required_record,next_step
broad-paper-11-btc-btc-etf-funding-hyperliquid,2026-06-08T20:07:52+00:00,11,btc_etf_funding:Hyperliquid,broad_alpha_paper_audit,paper_venue_candidate,short,BTC,HL,100,"15m,1h,4h","15m,1h,4h",63490.000000000000,hl_execution_context,paper_short,"venue mark/index basis, funding timestamp, stop, fill, account fee tier","paper-check BTC short venue choice, stop criteria, mark/index basis, and actual account fee/fill assumptions"
broad-paper-12-jto-market-breadth-jto-long-momentum-watch,2026-06-08T20:07:52+00:00,12,market_breadth:JTO:long_momentum_watch,broad_alpha_paper_audit,breakout_continuation_watch,short,JTO,,100,"15m,1h,4h","15m,1h,4h",0.633810000000,hyperliquid_snapshot,paper_short,"fresh label, spread/depth, funding, stop, adverse excursion",paper-check JTO market-breadth dislocation with fill and stop logs
broad-paper-13-xpl-market-breadth-xpl-long-reversal,2026-06-08T20:07:52+00:00,13,market_breadth:XPL:long_reversal,broad_alpha_paper_audit,volume_reversal_candidate,long,XPL,,100,"15m,1h,4h","15m,1h,4h",0.072000000000,hyperliquid_snapshot,paper_long,"fresh label, spread/depth, funding, stop, adverse excursion",paper-check XPL market-breadth dislocation with fill and stop logs
broad-paper-14-eth-option-options-volatility-eth-2026-06-10,2026-06-08T20:07:52+00:00,14,options_volatility:ETH:2026-06-10,broad_alpha_paper_audit,paper_long_vol_quote_candidate,long_atm_straddle,ETH-OPTION,,56.44,"1h,4h","1h,4h",,,paper_observe,"option quote refresh, sweep depth, hedge marks, exit bid, max loss, margin",track option-specific premium and hedge path before directional promotion
broad-paper-15-eth-option-options-volatility-eth-2026-06-12,2026-06-08T20:12:19+00:00,15,options_volatility:ETH:2026-06-12,broad_alpha_paper_audit,paper_long_vol_quote_candidate,long_atm_straddle,ETH-OPTION,,86.72,"1h,4h","1h,4h",,,paper_observe,"option quote refresh, sweep depth, hedge marks, exit bid, max loss, margin",track option-specific premium and hedge path before directional promotion
broad-paper-16-eth-option-options-volatility-eth-2026-06-26,2026-06-08T20:12:19+00:00,16,options_volatility:ETH:2026-06-26,broad_alpha_paper_audit,paper_long_vol_quote_candidate,long_atm_straddle,ETH-OPTION,,175.24,"1h,4h","1h,4h",,,paper_observe,"option quote refresh, sweep depth, hedge marks, exit bid, max loss, margin",track option-specific premium and hedge path before directional promotion
broad-paper-17-pol-stablecoin-proxy-stablecoin-flow-polygon-pol,2026-06-08T20:12:19+00:00,17,stablecoin_proxy:stablecoin-flow-polygon-pol,broad_alpha_paper_audit,proxy_label_candidate_not_exchange_inflow,short,POL,OKX,label_only,"1h,4h","1h,4h",0.080970000000,okx_execution_context,paper_short,"chain supply timestamp, bridge route, venue coverage, beta control, funding PnL, spread/depth, forward label","open a chain-liquidity proxy label for POL and compare it against beta, funding, spread, and depth"
broad-paper-18-hype-token-unlock-hype,2026-06-08T20:12:19+00:00,18,token_unlock:HYPE,broad_alpha_paper_audit,paper_short_candidate,short,HYPE,,100,"15m,1h,4h","15m,1h,4h",63.504000000000,hl_execution_context,paper_short,"event window, mark move, funding, depth, crowding, stop",paper-check HYPE token unlock short with event-window and funding logs
broad-paper-19-zro-token-unlock-zro,2026-06-08T20:12:19+00:00,19,token_unlock:ZRO,broad_alpha_paper_audit,paper_short_candidate,short,ZRO,,100,"15m,1h,4h","15m,1h,4h",0.876290000000,hyperliquid_snapshot,paper_short,"event window, mark move, funding, depth, crowding, stop",paper-check ZRO token unlock short with event-window and funding logs
broad-paper-20-eigen-token-unlock-eigen,2026-06-08T20:12:19+00:00,20,token_unlock:EIGEN,broad_alpha_paper_audit,paper_short_candidate,short,EIGEN,,100,"15m,1h,4h","15m,1h,4h",0.183800000000,hyperliquid_snapshot,paper_short,"event window, mark move, funding, depth, crowding, stop",paper-check EIGEN token unlock short with event-window and funding logs
broad-paper-21-aave-protocol-fee-aave-v3,2026-06-08T20:12:19+00:00,21,protocol_fee:Aave V3,broad_alpha_paper_audit,protocol_fee_paper_observation,long,AAVE,HL,1000.00,"4h,12h,24h","4h,12h,24h",64.106000000000,hyperliquid_snapshot,paper_long,"4h/12h/24h return, funding, spread, depth, fee-growth persistence","start AAVE paper observation now and label 4h,12h,24h returns with funding, spread, and depth context"
broad-paper-22-crv-protocol-fee-curve-dex,2026-06-08T20:12:19+00:00,22,protocol_fee:Curve DEX,broad_alpha_paper_audit,protocol_fee_paper_observation,long,CRV,HL,1000.00,"4h,12h,24h","4h,12h,24h",0.199890000000,hyperliquid_snapshot,paper_long,"4h/12h/24h return, funding, spread, depth, fee-growth persistence","start CRV paper observation now and label 4h,12h,24h returns with funding, spread, and depth context"
broad-paper-23-morpho-protocol-fee-morpho-blue,2026-06-08T20:12:19+00:00,23,protocol_fee:Morpho Blue,broad_alpha_paper_audit,protocol_fee_paper_observation,long,MORPHO,HL,1000.00,"4h,12h,24h","4h,12h,24h",1.831500000000,hyperliquid_snapshot,paper_long,"4h/12h/24h return, funding, spread, depth, fee-growth persistence","start MORPHO paper observation now and label 4h,12h,24h returns with funding, spread, and depth context"
broad-paper-24-event-event-probability-1962237-yes,2026-06-08T20:12:19+00:00,24,event_probability:1962237:Yes,broad_alpha_paper_audit,paper_event_probability_ticket,"buy_yes: US x Iran permanent peace deal by June 30, 2026?",EVENT,,0.170000,"1h,4h","1h,4h",0.170000,event_probability_entry_ask,paper_long,"quote refresh, depth, fee, fill assumption, source quality, event-resolution risk","refresh quote and source quality for US x Iran permanent peace deal by June 30, 2026?"
broad-paper-25-event-event-probability-2296152-yes,2026-06-08T20:12:19+00:00,25,event_probability:2296152:Yes,broad_alpha_paper_audit,event_probability_watch,buy_yes: Israel closes its airspace by June 15?,EVENT,,0.160000,"1h,4h","1h,4h",0.160000,event_probability_entry_ask,paper_long,"quote refresh, depth, fee, fill assumption, source quality, event-resolution risk",refresh quote and source quality for Israel closes its airspace by June 15?
broad-paper-26-event-event-probability-947269-no,2026-06-08T20:12:19+00:00,26,event_probability:947269:No,broad_alpha_paper_audit,event_probability_watch,buy_no: Will Keiko Fujimori win the 2026 Peruvian presidential election?,EVENT,,0.170000,"1h,4h","1h,4h",0.170000,event_probability_entry_ask,paper_long,"quote refresh, depth, fee, fill assumption, source quality, event-resolution risk",refresh quote and source quality for Will Keiko Fujimori win the 2026 Peruvian presidential election?
