ticket_id,action,asset,opportunity,decision,candidate_size_usd,directional_return_bps,spread_bps,near_depth_10bps_notional,visible_depth_usage,annualized_funding,estimated_funding_1h_bps,estimated_round_trip_cost_bps,estimated_net_after_cost_bps,risk_action,reason,next_step
repeat-paper-03-inj-policy-expansion,promote_to_fill_and_risk_check,INJ,inj_inj_volume_price_dislocation_from_sol_volume_price_dislocation_paper_long,paper_long,100,76.58450704,4.90058807,2914.50736000,0.03431112,-0.17524643,0.20005300,12.90058807,63.88397197,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-13-inj-policy-expansion,promote_to_fill_and_risk_check,INJ,inj_inj_volume_price_dislocation_from_volume_price_dislocation_paper_long,paper_long,100,76.58450704,4.90058807,2914.50736000,0.03431112,-0.17524643,0.20005300,12.90058807,63.88397197,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-32-inj-policy-expansion,promote_to_fill_and_risk_check,INJ,inj_inj_volume_price_dislocation_from_fartcoin_volume_price_dislocation_paper_long,paper_long,100,76.58450704,4.90058807,2914.50736000,0.03431112,-0.17524643,0.20005300,12.90058807,63.88397197,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-04-inj-volume-dislocation,promote_to_fill_and_risk_check,INJ,inj_volume_price_dislocation,paper_long,250,76.58450704,4.90058807,2914.50736000,0.08577779,-0.17524643,0.20005300,12.90058807,63.88397197,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-27-inj-policy-expansion,promote_to_fill_and_risk_check,INJ,inj_inj_volume_price_dislocation_from_sol_volume_price_dislocation_paper_long,paper_long,100,76.58450704,4.90058807,2914.50736000,0.03431112,-0.17524643,0.20005300,12.90058807,63.88397197,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-09-fartcoin-volume-dislocation,promote_to_fill_and_risk_check,FARTCOIN,fartcoin_volume_price_dislocation,paper_long,250,62.77570411,0.84491572,2350.25808350,0.10637130,0.10950000,-0.12500000,8.84491572,53.80578839,depth_too_thin_for_probe,candidate size consumes too much visible 10bps depth,reduce candidate size or skip until depth improves
repeat-paper-02-near-policy-expansion,promote_to_fill_and_risk_check,NEAR,near_near_microstructure_flow_paper_probe_from_bera_microstructure_flow_paper_long,paper_long,100,49.92671308,2.27909839,18999.83792500,0.00526320,0.10950000,-0.12500000,10.27909839,39.52261469,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-06-near-policy-expansion,promote_to_fill_and_risk_check,NEAR,near_near_microstructure_flow_probe_from_bera_microstructure_flow_paper_long,paper_long,100,49.92671308,2.27909839,18999.83792500,0.00526320,0.10950000,-0.12500000,10.27909839,39.52261469,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-07-near-policy-expansion,promote_to_fill_and_risk_check,NEAR,near_near_microstructure_flow_paper_probe_from_microstructure_flow_paper_long,paper_long,100,49.92671308,2.27909839,18999.83792500,0.00526320,0.10950000,-0.12500000,10.27909839,39.52261469,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-12-near-policy-expansion,promote_to_fill_and_risk_check,NEAR,near_near_microstructure_flow_paper_probe_from_chip_microstructure_flow_paper_long,paper_long,100,49.92671308,2.27909839,18999.83792500,0.00526320,0.10950000,-0.12500000,10.27909839,39.52261469,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-25-near-policy-expansion,promote_to_fill_and_risk_check,NEAR,near_near_microstructure_flow_probe_from_microstructure_flow_paper_long,paper_long,100,49.92671308,2.27909839,18999.83792500,0.00526320,0.10950000,-0.12500000,10.27909839,39.52261469,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-28-near-policy-expansion,promote_to_fill_and_risk_check,NEAR,near_near_microstructure_flow_probe_from_chip_microstructure_flow_paper_long,paper_long,100,49.92671308,2.27909839,18999.83792500,0.00526320,0.10950000,-0.12500000,10.27909839,39.52261469,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-31-near-policy-expansion,promote_to_fill_and_risk_check,NEAR,near_near_microstructure_flow_paper_probe_from_mon_microstructure_flow_paper_long,paper_long,100,49.92671308,2.27909839,18999.83792500,0.00526320,0.10950000,-0.12500000,10.27909839,39.52261469,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-36-near-derivatives-positioning,promote_to_fill_and_risk_check,NEAR,near_oi_funding_crowding_watch,paper_long,,49.00613722,2.27909839,18999.83792500,,0.10950000,-0.12500000,10.27909839,38.60203883,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-18-near-microstructure-flow,promote_to_fill_and_risk_check,NEAR,near_microstructure_flow_paper_probe,paper_long,100.00,49.00613722,2.27909839,18999.83792500,0.00526320,0.10950000,-0.12500000,10.27909839,38.60203883,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-20-apt-wallet-entity-flow,promote_to_fill_and_risk_check,APT,public_hypertracker_example_apt_wallet_flow_actionability,paper_long,,29.41176471,4.39850451,28296.41978550,,-0.03017119,0.03444200,12.39850451,17.04770220,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-16-eth-volume-dislocation,promote_to_fill_and_risk_check,ETH,eth_volume_price_dislocation,paper_long,250,11.27261940,0.59264527,10167208.08033000,0.00002459,-0.13751623,0.15698200,8.59264527,2.83695613,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-18-eth-policy-expansion,promote_to_fill_and_risk_check,ETH,eth_eth_microstructure_flow_probe_from_near_microstructure_flow_paper_long,paper_long,100,11.27261940,0.59264527,10167208.08033000,0.00000984,-0.13751623,0.15698200,8.59264527,2.83695613,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-32-eth-policy-expansion,promote_to_fill_and_risk_check,ETH,eth_eth_volume_price_dislocation_from_sol_volume_price_dislocation_paper_long,paper_long,100,11.27261940,0.59264527,10167208.08033000,0.00000984,-0.13751623,0.15698200,8.59264527,2.83695613,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-18-eth-event-crypto-hedge,promote_to_fill_and_risk_check,ETH,eth_1971905_event_crypto_hedge,paper_long,,11.27261940,0.59264527,10167208.08033000,,-0.13751623,0.15698200,8.59264527,2.83695613,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-33-eth-wallet-entity-flow,promote_to_fill_and_risk_check,ETH,public_hypertracker_example_eth_wallet_flow_actionability,paper_long,,11.27261940,0.59264527,10167208.08033000,,-0.13751623,0.15698200,8.59264527,2.83695613,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-07-eth-event-crypto-hedge,promote_to_fill_and_risk_check,ETH,eth_1971905_event_crypto_hedge,paper_long,,11.27261940,0.59264527,10167208.08033000,,-0.13751623,0.15698200,8.59264527,2.83695613,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-22-eth-wallet-entity-flow,promote_to_fill_and_risk_check,ETH,public_hypertracker_example_eth_wallet_flow_actionability,paper_long,,11.27261940,0.59264527,10167208.08033000,,-0.13751623,0.15698200,8.59264527,2.83695613,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
