ticket_id,action,asset,opportunity,decision,candidate_size_usd,directional_return_bps,spread_bps,near_depth_10bps_notional,visible_depth_usage,annualized_funding,estimated_funding_1h_bps,estimated_round_trip_cost_bps,estimated_net_after_cost_bps,risk_action,reason,next_step
paper-36-zec-sector-rotation,promote_to_fill_and_risk_check,ZEC,zec_privacy_coins_sector_rotation_context,paper_long,,342.89586628,2.84261739,115191.02100000,,-1.01625548,1.16010900,10.84261739,333.21335789,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
paper-37-zec-event-pressure,promote_to_fill_and_risk_check,ZEC,zec_event_pressure_cluster,paper_long,,342.89586628,2.84261739,115191.02100000,,-1.01625548,1.16010900,10.84261739,333.21335789,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
paper-76-zec-cross-modal-context,promote_to_fill_and_risk_check,ZEC,zec_cross_modal_context,paper_long,100,342.89586628,2.84261739,115191.02100000,0.00086812,-1.01625548,1.16010900,10.84261739,333.21335789,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
paper-01-chip-policy-expansion,promote_to_fill_and_risk_check,CHIP,chip_chip_okx_exchange_catalyst_repeat_execution_gate_from_repeat_execution_paper_long,paper_long,100,297.10256017,5.06306494,5722.64435400,0.01747444,0.10950000,-0.12500000,13.06306494,283.91449523,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
paper-06-chip-policy-expansion,promote_to_fill_and_risk_check,CHIP,chip_chip_okx_exchange_catalyst_repeat_execution_gate_from_sui_repeat_execution_paper_long,paper_long,100,297.10256017,5.06306494,5722.64435400,0.01747444,0.10950000,-0.12500000,13.06306494,283.91449523,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
paper-43-pol-stablecoin-migration,promote_to_fill_and_risk_check,POL,polygon_stablecoin_migration,paper_short,,293.46348696,4.45510842,5698.14415650,,0.10950000,0.12500000,12.45510842,281.13337854,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
paper-48-btc-basis-term-structure,promote_to_fill_and_risk_check,BTC,btc-25sep26_basis,paper_short,,84.95486773,0.15750388,3523671.95760000,,0.10599600,0.12100000,8.15750388,76.91836385,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
paper-51-eth-basis-term-structure,promote_to_fill_and_risk_check,ETH,eth-26mar27_basis,paper_short,,58.32793260,0.59264527,10167208.08033000,,-0.13751623,-0.15698200,8.59264527,49.57830533,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
paper-70-eth-wallet-entity-flow,promote_to_fill_and_risk_check,ETH,public_hypertracker_example_hyna_eth_wallet_flow_actionability,paper_short,,58.32793260,0.59264527,10167208.08033000,,-0.13751623,-0.15698200,8.59264527,49.57830533,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
paper-30-apt-wallet-entity-flow,promote_to_fill_and_risk_check,APT,public_hypertracker_example_apt_wallet_flow_actionability,paper_long,,29.41176471,4.39850451,28296.41978550,,-0.03017119,0.03444200,12.39850451,17.04770220,cost_adjusted_paper_probe,"paper mark win survives rough spread, taker-fee, funding, and visible-depth checks",repeat the ticket and add stop/adverse-excursion notes before any promotion
